cooling	deck	dishwasher	heating	last sold	laundry	num_rooms	refridg	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore
1	1	1	1	1		5		0	1		4	House For Sale	107900			"408 Hickory St, Birmingham, AL35206"	2	2	1318	1928	39204	Coldwell Banker Preferred Properties	http://www.zillow.com/homedetails/408-Hickory-St-Birmingham-AL-35206/950349_zpid/		0	6
												Townhouse For Sale	185000			"1551 Forest Lake Dr, Elba, AL36323"	4	3	2400	1999	87120	"Coldwell Banker Prestige Homes & Real Estate, Inc."	http://www.zillow.com/homedetails/1551-Forest-Lake-Dr-Elba-AL-36323/109294246_zpid/		0	0
1	1	1	1	1		7		0	1		7.333333333	House For Sale	219900			"149 E Oak Hill Dr, Florence, AL35633"	3	3	2580	1995	14374.8	Coldwell Banker Pinnacle Properties	http://www.zillow.com/homedetails/149-E-Oak-Hill-Dr-Florence-AL-35633/67108975_zpid/		0	8
				1		6		0	2		6.666666667	House For Sale	129900			"6432 Woodside Dr N, Theodore, AL36582"	3	2	1404	2001		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/6432-Woodside-Dr-N-Theodore-AL-36582/55786691_zpid/		0	5
												House For Sale	210000			"9821 Brooklyns Way N, Semmes, AL36575"	4	3	2625	2007		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/9821-Brooklyns-Way-N-Semmes-AL-36575/80132645_zpid/		0	16
				1		4		5			5.333333333	House For Sale	149900			"16201 Zenith Dr, Loxley, AL36551"	3	2	2434	1930	17424	Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/16201-Zenith-Dr-Loxley-AL-36551/72732729_zpid/		0	1
				1				0			7.666666667	House For Sale	149000			"166 Lakeview Loop, Daphne, AL36526"	3	3	1994	1994	"10,332"	Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/166-Lakeview-Loop-Daphne-AL-36526/72729005_zpid/		0	8
												House For Sale	339900			"8395 Willow Walk Ct, Saraland, AL36571"	4	3	2731	2006	197	Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/8395-Willow-Walk-Ct-Saraland-AL-36571/67751067_zpid/		0	0
												Foreclosure	56000			"206A Blaine St, Muscle Shoals, AL35661"	3	2	1200	1997	23086.8	Homepath	http://www.zillow.com/homedetails/206A-Blaine-St-Muscle-Shoals-AL-35661/2104289363_zpid/		0	37
												Foreclosure	28900	58000		"523 High St, Florence, AL35630"	3	1	1318	1930	11325.6	Homepath	http://www.zillow.com/homedetails/523-High-St-Florence-AL-35630/67123057_zpid/		0	58
1		1	1					0	8		3.333333333	Foreclosure	52500	344000		"188 Rich Cir, Goodwater, AL35072"	3	2	2702	1972	156816	Homepath	http://www.zillow.com/homedetails/188-Rich-Cir-Goodwater-AL-35072/109496817_zpid/		0	0
											5.666666667	Lot/Land For Sale	99900			"23+/ Acres Hwy # 431, Roanoke, AL36274"						"South Home Realty, LLC"	http://www.zillow.com/homedetails/23+-Acres-Hwy-431-Roanoke-AL-36274/2104290742_zpid/		0	12
1		1	1					0	1		5.666666667	House For Sale	99900	100000		"419 Waller Dr, Roanoke, AL36274"	4	3	2200	1957	21780	"South Home Realty, LLC"	http://www.zillow.com/homedetails/419-Waller-Dr-Roanoke-AL-36274/2142923156_zpid/		0	15
1	1		1	1		6					4.666666667	Foreclosure	59000	111000		"202 Cardinal Ln, Enterprise, AL36330"	3		1807	1966	16117.2	REALHome Services and Solutions	http://www.zillow.com/homedetails/202-Cardinal-Ln-Enterprise-AL-36330/109266783_zpid/		0	32
1	1		1	1		5		0		1	8.333333333	House For Sale	87500	84000		"841 Trailwood Dr E, Mobile, AL36608"	3	2	1140	1981		Keller Williams - Mobile	http://www.zillow.com/homedetails/841-Trailwood-Dr-E-Mobile-AL-36608/50979740_zpid/		0	35
												Auction	from $100			"131 Childs Rd, Troy, AL36081"	4	2	1663	1987	87120	Auction.com	http://www.zillow.com/homedetails/131-Childs-Rd-Troy-AL-36081/104523578_zpid/		0	2
											5	Auction	from $100			"1335 Rr 1, Forkland, AL36740"	4	3	1000	2002	133729.2	Auction.com	http://www.zillow.com/homedetails/1335-Rr-1-Forkland-AL-36740/2104293708_zpid/		0	5
											8.333333333	Condo For Sale	469900			"28105 Perdido Beach Blvd # CPH1, Orange Beach, AL36561"	2	2	1682	2006		RE/MAX Of Orange Beach	http://www.zillow.com/homedetails/28105-Perdido-Beach-Blvd-CPH1-Orange-Beach-AL-36561/2104293986_zpid/		0	Not available
											8.333333333	Condo For Sale	429900			"25240 Perdido Beach Blvd APT 103C, Orange Beach, AL36561"	2	2	1341	1985		RE/MAX Of Orange Beach	http://www.zillow.com/homedetails/25240-Perdido-Beach-Blvd-APT-103C-Orange-Beach-AL-36561/2104293987_zpid/		0	46
											4.666666667	House For Sale	234000			"2194 Hwy 80 & # 87, Russellville, AL35654"				1930	1306800	"Davis Realty & Assoc., Inc."	http://www.zillow.com/homedetails/2194-Hwy-80-&-87-Russellville-AL-35654/2104294124_zpid/		0	Not available
											8.333333333	Lot/Land For Sale	148500			"Mariner Cir LOT 17, Orange Beach, FL36561"					"9,147"	"Main Street Properties, Inc."	http://www.zillow.com/homedetails/Mariner-Cir-LOT-17-Orange-Beach-FL-36561/2104298613_zpid/		0	1
		1									2.666666667	House For Sale	447270			"6 The Cottages At Sunset Pt, Dadeville, AL36853"	4		2652			Lake Martin Realty	http://www.zillow.com/homedetails/6-The-Cottages-At-Sunset-Pt-Dadeville-AL-36853/2104298635_zpid/		0	3
		1									2.666666667	House For Sale	435000			"3 The Cottages At Sunset Pt, Dadeville, AL36853"	4					Lake Martin Realty	http://www.zillow.com/homedetails/3-The-Cottages-At-Sunset-Pt-Dadeville-AL-36853/2104298638_zpid/		0	3
1		1	1		1				1		8	Condo For Sale	182804			"303 Helen Keller Blvd APT A305, Tuscaloosa, AL35404"	3	2	1218	2006		Advantage Realty	http://www.zillow.com/homedetails/303-Helen-Keller-Blvd-APT-A305-Tuscaloosa-AL-35404/2104298681_zpid/		0	15
												Lot/Land For Sale	54600			"L7 Beth Rd, New Market, AL35761"					107593.2	Re/Max Alliance	http://www.zillow.com/homedetails/L7-Beth-Rd-New-Market-AL-35761/2104298863_zpid/		0	0
												Lot/Land For Sale	292300			"L1 Beth Rd, New Market, AL35761"					1620432	Re/Max Alliance	http://www.zillow.com/homedetails/L1-Beth-Rd-New-Market-AL-35761/2104298864_zpid/		0	0
1				1				0	2		1	House For Sale	62500	61000		"3703 Belvoir Dr SW, Huntsville, AL35805"	3	2	1106	1959	"8,712"	"Morley Real Estate Group, Inc."	http://www.zillow.com/homedetails/3703-Belvoir-Dr-SW-Huntsville-AL-35805/92146933_zpid/		18	29
				1	1			0			7.666666667	House For Sale	179000	191000		"76 Nancy St, Boaz, AL35957"	3	2	2977	2003	28749.6	Exit Realty of the Valley	http://www.zillow.com/homedetails/76-Nancy-St-Boaz-AL-35957/149199_zpid/		0	29
											7	Lot/Land For Sale	109900			"0 Wilson St, Gadsden, AL35901"					148104	"Corporate South Realty,Inc"	http://www.zillow.com/homedetails/0-Wilson-St-Gadsden-AL-35901/2104299190_zpid/		0	0
		1				0		0			3.333333333	House For Sale	289900	244000		"852 Walnut St, Gadsden, AL35901"	4	4	3900	1920	28749.6	"Corporate South Realty,Inc"	http://www.zillow.com/homedetails/852-Walnut-St-Gadsden-AL-35901/75974414_zpid/		0	55
												Lot/Land For Sale	45000			"0 Demetropolis Rd # 3, Mobile, AL36693"					16117.2	EXIT Allstar Realty	http://www.zillow.com/homedetails/0-Demetropolis-Rd-3-Mobile-AL-36693/2104299208_zpid/		0	19
												Lot/Land For Sale	24900			"0 Linda St, Huntsville, AL35811"					43560	Keller Williams Realty Madison	http://www.zillow.com/homedetails/0-Linda-St-Huntsville-AL-35811/2104299349_zpid/		0	5
												House For Sale	259500	232000		"4911 Cove Valley Dr SE, Owens Cross Roads, AL35763"	4	3	2730	2006	13503.6	Amanda Howard Real Estate	http://www.zillow.com/homedetails/4911-Cove-Valley-Dr-SE-Owens-Cross-Roads-AL-35763/92113166_zpid/		0	2
1	1	1	1	1		0		0	2	1	3.333333333	House For Sale	105000	105000		"812 Basswood Dr, Adamsville, AL35005"	4	2	1852	1988	"10,890"	"Cedar Crest Realty, LLC"	http://www.zillow.com/homedetails/812-Basswood-Dr-Adamsville-AL-35005/922830_zpid/	1	0	7
												House For Sale	169900			"89 Brandy Ct, Deatsville, AL36022"	3	2	1871	1999	5593104	CENTURY 21 Southern Star	http://www.zillow.com/homedetails/89-Brandy-Ct-Deatsville-AL-36022/122190_zpid/		0	0
1	1		1	1		6		0			3.666666667	House For Sale	45000	126000		"1104 Griswold Rd, Fairfield, AL35064"	3	2	1631	1976	"10,890"	RE/MAX Preferred	http://www.zillow.com/homedetails/1104-Griswold-Rd-Fairfield-AL-35064/1029804_zpid/		0	23
											6.666666667	Auction	from $20K			"5230 12th St NW, Alabaster, AL35007"	3	1	1715	1954	29185.2	Auction.com	http://www.zillow.com/homedetails/5230-12th-St-NW-Alabaster-AL-35007/2104303276_zpid/		0	9
								0			5.666666667	Auction	from $500			"5609 Eastwood Ave, Anniston, AL36206"	3	2	1274	1971	16988.4	Auction.com	http://www.zillow.com/homedetails/5609-Eastwood-Ave-Anniston-AL-36206/109389433_zpid/		0	28
											9	Lot/Land For Sale	259000			"Creekwood Trl, Auburn, AL36830"					233917.2		http://www.zillow.com/homedetails/Creekwood-Trl-Auburn-AL-36830/2104303623_zpid/		0	18
						7		0			6.333333333	House For Sale	138500			"19640 County Road 64, Robertsdale, AL36567"	3	2	1560	1971	60984	Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/19640-County-Road-64-Robertsdale-AL-36567/111208078_zpid/		0	6
											5.666666667	House For Sale	232000			"10096 Lee Road 379, Valley, AL36854"	2	2	1245	1995	43995.6	"Keller Williams - Columbus, GA"	http://www.zillow.com/homedetails/10096-Lee-Road-379-Valley-AL-36854/2104303678_zpid/		0	2
											5.666666667	Lot/Land For Sale	20000			"4 Arrow Ave N, Anniston, AL36206"						"ERA King Real Estate Co., Inc."	http://www.zillow.com/homedetails/4-Arrow-Ave-N-Anniston-AL-36206/2104306144_zpid/		0	0
1			1	1				0	1	1	8.333333333	House For Sale	129000	118000		"805 E 23rd Ave, Gulf Shores, AL36542"	3	2	1264	2005	"9,000"	MyFavoriteAgent.com llc	http://www.zillow.com/homedetails/805-E-23rd-Ave-Gulf-Shores-AL-36542/72776942_zpid/		0	18
		1		1	1						7.666666667	House For Sale	188500	176000		"141 Appleberry Ln, Harvest, AL35749"	3	3	1983	2011	14810.4	RE/MAX DISTINCTIVE	http://www.zillow.com/homedetails/141-Appleberry-Ln-Harvest-AL-35749/99403673_zpid/		0	1
1		1	1	1		6		0	0		5	House For Sale	70000	63000		"3816 Perry Hill Ct, Montgomery, AL36109"	3	1	1034	1987	132	Realty Connection	http://www.zillow.com/homedetails/3816-Perry-Hill-Ct-Montgomery-AL-36109/72793339_zpid/	1	0	33
								0	0		6	House For Sale	349900	284000		"1785 County Road 131, Cedar Bluff, AL35959"	4	3	2034	1990	32670	Lake Homes Realty	http://www.zillow.com/homedetails/1785-County-Road-131-Cedar-Bluff-AL-35959/96806953_zpid/		0	6
		1			1			0			8.666666667	House For Sale	393500	287000		"3006 Summit View Cir SE, Brownsboro, AL35741"	4	3	3280	1995	46173.6	Amanda Howard Real Estate	http://www.zillow.com/homedetails/3006-Summit-View-Cir-SE-Brownsboro-AL-35741/92100111_zpid/		0	0
				1				5			7.666666667	House For Sale	175000	156000		"103 River Oaks Cir, Daphne, AL36526"	4		2203	1992	143	Elite Real Estate Solutions LLC	http://www.zillow.com/homedetails/103-River-Oaks-Cir-Daphne-AL-36526/72736639_zpid/		0	9
												House For Sale	198000	202000		"111 Andover Ln, Huntsville, AL35811"	4	2	2631	2000	21780	Exit Realty of the Valley	http://www.zillow.com/homedetails/111-Andover-Ln-Huntsville-AL-35811/92174633_zpid/		0	3
												House For Sale	194900			"127 Chestnut St, Irondale, AL35210"	3	2	1257	2014	"6,534"	Realty South-The Fred Smith Group	http://www.zillow.com/homedetails/127-Chestnut-St-Irondale-AL-35210/2104309430_zpid/		0	61
												Apartment For Sale	19900	96000		"8400 4th Ave S, Birmingham, AL35206"			2661	1935	"7,840"	CastleRock REO	http://www.zillow.com/homedetails/8400-4th-Ave-S-Birmingham-AL-35206/949118_zpid/		27	28
				1		5		0			6	House For Sale	159900	145000		"3479 Dozier Rd, Wetumpka, AL36093"	3	2	1681	2005	"1,698"	Buck Realty	http://www.zillow.com/homedetails/3479-Dozier-Rd-Wetumpka-AL-36093/82849002_zpid/		0	0
				1				0	1		9	House For Sale	219900			"4007 Piedmont Dr SE, Huntsville, AL35802"	4	2	2204	1964	35719.2	"Huntsville - WEICHERT, REALTORS  - The Space Place"	http://www.zillow.com/homedetails/4007-Piedmont-Dr-SE-Huntsville-AL-35802/92147097_zpid/		14	4
		1		1		6		0	0		4	House For Sale	225000			"1536 Laurelwood Ln, Montgomery, AL36117"	4		2490	1987	15681.6	"Montgomery - WEICHERT, REALTORS   - 1st Choice"	http://www.zillow.com/homedetails/1536-Laurelwood-Ln-Montgomery-AL-36117/72821207_zpid/		0	40
				1		5		0			8.333333333	House For Sale	189000	119000		"6961 Viola Rd, Gulf Shores, AL36542"	3	2	1561	1988	"1,085"	RE/MAX Of Orange Beach	http://www.zillow.com/homedetails/6961-Viola-Rd-Gulf-Shores-AL-36542/72764336_zpid/		0	1
								0			4.333333333	House For Sale	79900	76000		"206 Sherwood Dr, Dothan, AL36303"	4		1556	1961	26136	LEE WHITMAN	http://www.zillow.com/homedetails/206-Sherwood-Dr-Dothan-AL-36303/76009873_zpid/		0	22
	1	1	1	1				0	0	1	5.666666667	House For Sale	299000			"185 Lee Road 115, Opelika, AL36804"	3		3108	2006	132422.4	"Auburn - WEICHERT, REALTORS  - Porter Properties"	http://www.zillow.com/homedetails/185-Lee-Road-115-Opelika-AL-36804/90648978_zpid/		0	1
1	1	1	1	1	1			0	1		8.333333333	House For Sale	494000	484000		"1922 Stoneridge Dr, Auburn, AL36830"	4		4056	2000	41817.6	Ashley Durham- Prestige Properties	http://www.zillow.com/homedetails/1922-Stoneridge-Dr-Auburn-AL-36830/76048181_zpid/		0	5
											6	Lot/Land For Sale	1350000			"Michigan Ave, Foley, AL36535"							http://www.zillow.com/homedetails/Michigan-Ave-Foley-AL-36535/2104317186_zpid/		0	4
											6	Lot/Land For Sale	1350000			"E Michigan Ave, Foley, AL36535"							http://www.zillow.com/homedetails/E-Michigan-Ave-Foley-AL-36535/2104317185_zpid/		0	4
											6	Lot/Land For Sale	1500000			"Pride Dr, Foley, AL36535"							http://www.zillow.com/homedetails/Pride-Dr-Foley-AL-36535/2104317184_zpid/		0	4
											5.666666667	Lot/Land For Sale	115000			"19232 Us Highway 90, Robertsdale, AL36567"						Keller Williams  AGC Realty - Fairhope	http://www.zillow.com/homedetails/19232-Us-Highway-90-Robertsdale-AL-36567/2108448044_zpid/		0	0
				1				0			8.666666667	House For Sale	264900	245000		"35778 Picada Ct, Bay Minette, AL36507"	4	2	2145	2005	15681.6	Agency One Realty Group	http://www.zillow.com/homedetails/35778-Picada-Ct-Bay-Minette-AL-36507/84393979_zpid/		0	0
		1			1						7.666666667	House For Sale	529000	420000		"215 Briarwood Cir, Athens, AL35613"	3	3	4300		32670	Re/Max Legacy	http://www.zillow.com/homedetails/215-Briarwood-Cir-Athens-AL-35613/2126457249_zpid/		0	1
1			1					0			6.666666667	House For Sale	279900			"179 Lee Road 848, Salem, AL36874"	2	2	1248	1950		"Coldwell Banker Kennon, Parker, Duncan & Davis"	http://www.zillow.com/homedetails/179-Lee-Road-848-Salem-AL-36874/2104319908_zpid/		0	0
1		1	1			6		0	0		7.666666667	House For Sale	159900			"1020 County Road 144, Killen, AL35645"	3	2	1780	1998	55321.2	Coldwell Banker Elite Properties	http://www.zillow.com/homedetails/1020-County-Road-144-Killen-AL-35645/67102123_zpid/		0	3
				1		7		0	0		5.333333333	Foreclosure	140000			"7535 Heaton Dr, Theodore, AL36582"	4	2	2961	1966		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/7535-Heaton-Dr-Theodore-AL-36582/51056035_zpid/		0	2
				1		5		0			4	House For Sale	96900			"6305 Summer Place Dr N, Mobile, AL36618"	3	2	1277	1991		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/6305-Summer-Place-Dr-N-Mobile-AL-36618/50983767_zpid/		0	1
												Foreclosure	41400	113000		"270 Wilkins Dr, Woodville, AL35776"	3	2	1902	1979	3	REALHome Services and Solutions	http://www.zillow.com/homedetails/270-Wilkins-Dr-Woodville-AL-35776/120132472_zpid/		0	0
											2.666666667	Foreclosure	85263	82000		"1207 County Rd # 484, Collinsville, AL35961"	3	2	2478	1978	2	REALHome Services and Solutions	http://www.zillow.com/homedetails/1207-County-Rd-484-Collinsville-AL-35961/2104322940_zpid/		0	6
1			1	1		8		0	4		8	House For Sale	519900	449000		"3838 Carisbrooke Dr, Hoover, AL35226"	4	4	5928	1994	20037.6	LIST Birmingham	http://www.zillow.com/homedetails/3838-Carisbrooke-Dr-Hoover-AL-35226/1056950_zpid/		0	9
1		1	1	1		0		0	4		8.666666667	House For Sale	329900			"2510 Stag Run Cir, Hoover, AL35226"	5	4	3075	1978	19602	Coldwell Banker Green & Company	http://www.zillow.com/homedetails/2510-Stag-Run-Cir-Hoover-AL-35226/1057348_zpid/		0	2
1		1	1	1		7		0	0	1	4	House For Sale	214900	204000		"2225 Brookstone Dr, Montgomery, AL36117"	4	2	2220	1995	13068	Forrest Meadows Homes & Land	http://www.zillow.com/homedetails/2225-Brookstone-Dr-Montgomery-AL-36117/118926711_zpid/		0	49
											6.333333333	Lot/Land For Sale	1350000			"0 E Michigan Ave, Foley, AL36535"					1350360	RE/MAX Paradise	http://www.zillow.com/homedetails/0-E-Michigan-Ave-Foley-AL-36535/2104324116_zpid/		0	14
											6.333333333	Lot/Land For Sale	1350000			"0 S Juniper St, Foley, AL36535"					1219680	RE/MAX Paradise	http://www.zillow.com/homedetails/0-S-Juniper-St-Foley-AL-36535/2104324115_zpid/		0	10
											6	Lot/Land For Sale	1500000			"0 Pride Dr, Foley, AL36535"					435600	RE/MAX Paradise	http://www.zillow.com/homedetails/0-Pride-Dr-Foley-AL-36535/2104324114_zpid/		0	54
												House For Sale	39500	102000		"525 23rd Ave NE, Center Point, AL35215"	2	1	1228	1948	60984	RE/MAX Preferred	http://www.zillow.com/homedetails/525-23rd-Ave-NE-Center-Point-AL-35215/890874_zpid/		0	9
1		1	1	1				0	4		8.333333333	House For Sale	185000	175000		"1051 Springfield Dr, Chelsea, AL35043"	4	2	2048	2010	"6,534"	Keller Williams Realty Metro South	http://www.zillow.com/homedetails/1051-Springfield-Dr-Chelsea-AL-35043/104067836_zpid/		0	0
		1	1			9		0	2		8	Auction	from $20K			"5280 County Road 1141, Vinemont, AL35179"	3	2	1512	2006	43560	Auction.com	http://www.zillow.com/homedetails/5280-County-Road-1141-Vinemont-AL-35179/109251153_zpid/		0	6
				1							4.666666667	Auction	from $1K			"224 Bartlett Loop, Headland, AL36345"	4	2	1929	2007	22215.6	Auction.com	http://www.zillow.com/homedetails/224-Bartlett-Loop-Headland-AL-36345/104498432_zpid/		0	0
1		1	1	1	1	8		0	1	1	2.333333333	Auction	from $30K			"9906 Memorial Pkwy NW, Huntsville, AL35810"	5	2	3508	1963	193406.4	Auction.com	http://www.zillow.com/homedetails/9906-Memorial-Pkwy-NW-Huntsville-AL-35810/92173749_zpid/		0	12
											6.333333333	House For Sale	239900	237000		"22201 Price Grubbs Rd, Robertsdale, AL36567"	3	2	2300			"Harris Properties Management, Inc."	http://www.zillow.com/homedetails/22201-Price-Grubbs-Rd-Robertsdale-AL-36567/2104331391_zpid/		0	0
1				1		5		0	2		8.333333333	House For Sale	299000	315000		"3460 Newman Rd, Mobile, AL36695"	3	3	3805	1993	116740.8	"BERKSHIRE HATHAWAY HOMESERVICES COOPER & CO, INC."	http://www.zillow.com/homedetails/3460-Newman-Rd-Mobile-AL-36695/51051818_zpid/		0	3
	1	1	1	1	1	6		0		1	3.666666667	House For Sale	92000	59000		"5421 Charles Hamilton Rd, Mc Calla, AL35111"	3	1	1164	1940	42688.8	BEAR Realty	http://www.zillow.com/homedetails/5421-Charles-Hamilton-Rd-Mc-Calla-AL-35111/1067756_zpid/		0	6
1			1	1		6		0	4	1	4	House For Sale	85000	110000		"9303 Old Tennessee Pike Rd, Pinson, AL35126"	3	2	1664	1979	43124.4	RE/MAX Preferred	http://www.zillow.com/homedetails/9303-Old-Tennessee-Pike-Rd-Pinson-AL-35126/870598_zpid/		0	0
		1							1		2.333333333	House For Sale	49900	68000		"32352 Us Highway 431, Roanoke, AL36274"	2	1	1000	1971		"South Home Realty, LLC"	http://www.zillow.com/homedetails/32352-Us-Highway-431-Roanoke-AL-36274/2113536667_zpid/		0	21
